0	21595
0	14389
1	13683
1	5271
1	10502
1	6107
1	7353
1	7509
2	21969
3	10548
4	8478
5	13843
6	21603
7	9787
8	3123
9	2113
9	20864
9	20814
9	4027
10	8122
11	21759
12	19871
13	10439
14	17156
15	3134
16	22646
17	3893
18	11812
19	22528
20	21584
21	3033
22	14468
23	3845
24	5170
25	212
26	756
27	7086
28	15926
29	9338
30	6014
30	10566
31	1521
31	10523
31	13206
31	12761
32	7780
33	1883
33	5034
33	18512
33	16344
33	21757
34	3112
35	2028
36	11203
36	19428
37	14246
37	13666
38	5001
39	21444
39	11054
39	22612
39	16080
39	3427
40	8807
41	22467
42	11470
42	7184
43	6767
44	5056
45	9866
46	520
47	18217
48	4437
49	18028
50	13759
51	8998
52	6252
53	418
54	2336
55	22615
56	16912
56	7233
57	3511
58	4954
59	925
59	8947
59	2697
60	4601
61	14246
62	10570
63	10239
64	804
65	551
66	2968
67	12791
68	18940
69	11899
70	14099
71	8482
72	3795
73	7330
74	4071
75	17079
75	12623
76	18335
77	8581
78	18095
79	3595
80	6249
81	10385
82	21411
83	3702
83	4920
84	16934
85	14842
86	20074
87	6128
88	5757
89	7895
89	637
90	14529
91	76
91	7762
91	14839
91	534
91	16830
92	8763
93	18028
94	22545
95	4688
95	15845
96	12130
97	5298
98	4735
99	10837
100	13144
101	3984
102	22329
103	4354
104	17815
105	15405
106	21762
107	11031
108	17898
109	8178
110	10199
111	8989
111	20864
112	16385
113	19153
114	22636
115	9416
116	20539
116	13967
116	13988
117	17564
118	11713
119	12876
119	12273
119	2662
119	9089
120	19753
121	9782
121	7678
122	4904
123	226
124	8671
125	16928
126	21534
127	16761
128	7416
129	4459
130	11640
131	20874
132	657
133	11557
134	14213
135	20681
136	14230
136	19749
136	13867
136	10041
137	17458
138	19178
138	4284
139	13462
140	7301
140	7460
141	1083
142	6731
143	4731
144	1222
145	14628
145	15616
146	10927
147	20137
148	13114
149	10276
150	14793
150	16057
151	9388
152	9890
153	7069
153	7608
153	10073
153	4867
154	16586
155	277
156	12144
157	1393
157	1943
158	15428
159	12260
160	5920
161	4670
161	9609
162	140
163	13446
164	8652
165	244
166	5439
167	10337
168	14435
169	3612
170	18666
170	4179
170	5772
170	7907
170	2550
170	9128
170	1070
170	11012
171	10759
172	355
173	963
173	946
174	17416
175	16280
176	14267
177	9180
178	8730
179	22695
180	10489
181	22801
182	15983
183	7331
184	1637
185	13303
186	13145
187	3007
188	17633
189	8103
190	4461
191	592
192	280
193	11431
194	21205
195	21613
196	16093
196	20753
197	20171
198	13969
199	4546
200	21720
201	13836
202	2968
203	15699
204	4830
205	17543
205	5560
206	12533
207	18025
208	7041
209	7164
210	3236
211	17101
212	20681
213	14231
213	22030
214	15836
214	19066
215	14266
216	22434
216	8451
216	8471
217	20497
217	7396
218	1187
219	985
219	3416
219	17097
220	14300
220	14315
220	4720
221	16863
222	11003
222	6526
222	14508
222	7875
223	17001
224	8769
225	16361
226	6169
227	9335
228	578
229	4653
230	12385
231	4450
232	7283
232	20380
232	1135
232	18800
232	13921
232	7403
233	13782
233	13935
233	15823
234	11615
234	5067
234	20035
234	17409
234	19412
234	13796
235	22697
236	16342
237	5984
238	21364
239	21238
239	14765
240	22441
241	5491
242	11666
243	14915
244	21276
245	2289
246	16827
247	12928
247	8595
248	11776
249	4125
250	11718
251	4098
252	5858
252	8595
253	495
254	20308
255	15607
256	17031
257	18944
258	3318
258	681
258	9628
258	16509
259	16225
260	7041
260	368
261	229
262	11193
263	1410
263	3451
263	21056
263	11333
263	561
264	11285
265	17527
266	11288
267	8480
268	764
269	1834
270	20271
271	7572
271	14486
271	12482
271	14643
271	10942
271	22124
271	2765
271	9585
271	5376
272	2408
272	11189
273	6807
274	708
275	5612
276	9841
277	16785
278	22342
279	20312
280	22223
281	347
282	1731
283	592
284	20140
285	18671
286	19645
287	12552
288	4736
289	15409
289	14442
290	5370
291	16869
292	4351
292	3732
292	2323
292	14128
293	10239
294	3253
295	3631
295	15263
295	16761
295	6592
295	6509
295	13281
295	17035
295	20392
295	16483
295	3770
295	10209
295	338
295	20346
295	15708
295	10817
295	20293
295	6609
295	9778
296	4933
297	22293
298	21148
299	6365
300	9609
301	16850
302	22234
303	16665
304	22138
305	14266
305	19866
305	11288
305	4563
306	14247
307	11539
308	15433
309	9738
310	11718
311	4793
312	19703
313	4866
313	17020
313	8830
314	355
315	17097
316	768
317	10507
318	5162
319	6864
320	8091
321	3099
322	17761
322	10638
323	15815
324	7627
324	11957
324	20857
324	21062
324	12744
324	3019
324	21387
325	14300
326	14797
327	7208
328	4704
329	4269
330	6096
331	19749
332	2803
333	3199
333	9495
334	16551
335	6200
336	9604
336	7203
336	13303
337	4900
338	6201
338	3444
338	9926
338	18739
338	14039
338	17458
338	6338
338	22576
338	19095
338	1418
338	2708
338	9134
338	9319
338	10020
338	2301
338	2798
339	20058
340	8100
341	20743
342	12337
343	16336
343	6298
343	16677
344	22333
345	1785
346	15001
347	7073
348	12210
349	9523
349	6031
349	16547
349	17216
349	2596
350	18631
351	21168
352	22523
353	12923
354	15272
355	4424
356	11457
357	14851
358	20732
359	5823
360	20015
