0	12374
0	4951
0	18067
0	17616
0	7741
0	861
0	20990
0	18058
0	14880
0	11932
0	11141
0	3039
0	8694
0	939
0	20630
0	1083
1	9684
1	3405
1	21183
1	13832
1	13494
1	5496
1	11089
1	14215
1	20815
1	20797
1	2851
1	22592
1	19536
1	3813
1	4067
1	18146
1	21014
1	14600
1	11374
1	11106
1	1260
1	9075
1	76
1	1484
1	13453
1	20245
1	17759
1	10286
1	4839
1	9699
1	14479
1	17896
1	18470
1	11633
1	7367
1	7331
1	4591
1	11221
1	4549
1	17548
1	12636
1	8313
1	4920
1	5345
1	8189
2	9499
2	14751
2	18753
2	13431
2	15934
2	14621
2	22517
3	10099
3	13177
3	708
3	20855
3	9471
3	22616
3	15211
4	21534
4	5204
4	351
4	10111
4	16451
4	17233
4	1895
5	13122
5	19689
5	6575
5	16554
5	17045
5	19964
6	18368
6	5415
6	5266
6	11767
6	18879
6	5325
6	14266
6	16121
6	11688
7	7135
7	12198
7	22481
8	4551
8	16190
8	10560
8	20352
8	4811
8	11722
8	11064
9	20406
9	1854
9	21432
9	10112
9	20187
9	7697
9	21414
9	16912
9	20527
9	4764
9	8981
9	16077
9	8254
9	11694
9	15115
9	8428
9	8674
9	8348
9	14983
9	21534
9	2123
9	10055
9	21248
9	12028
9	756
9	5083
9	3728
9	18322
9	3529
9	11633
9	12696
9	14334
9	3253
9	1636
9	18206
10	11494
10	11677
10	5024
10	1978
10	11786
10	8610
10	21444
10	21296
10	4964
10	14851
11	2890
11	19842
11	20682
11	19299
11	7235
11	5541
12	11067
12	14188
12	14383
12	10571
12	13796
12	13861
12	335
12	9177
12	20497
12	14300
12	21995
13	4356
13	3460
13	14213
13	10417
13	13348
13	3928
13	4591
14	8091
14	10793
14	10112
14	22475
14	6188
14	17097
14	21059
14	7968
14	4496
14	18751
14	6382
14	6870
14	1188
14	11972
15	5579
15	20792
15	13595
15	13089
16	6107
16	22061
16	9665
16	19153
16	11903
16	12375
16	13622
17	19716
17	9755
17	14917
17	38
17	9122
17	8884
17	1995
17	11280
17	5311
17	14879
17	8407
17	17896
17	20154
17	10457
18	2040
18	14934
18	6986
18	20079
18	483
19	10496
19	16896
19	14983
19	483
19	18236
19	21574
20	5322
20	17024
20	5645
20	4496
20	4445
20	10482
20	14032
20	6992
20	7279
20	14785
21	18592
21	12137
21	20077
22	7836
22	20187
22	1154
22	6359
23	7895
23	19174
23	527
23	16119
23	22436
23	7050
23	17458
24	14536
24	11671
24	5083
24	11650
24	2003
24	4928
24	1739
24	5093
24	5059
24	14921
24	796
24	1742
24	7317
24	18316
25	17851
25	16768
26	6212
26	11666
26	9926
26	6109
26	16014
27	3560
27	7308
27	1259
27	8218
27	19315
27	3793
27	3239
28	20681
28	4061
28	1125
28	13479
28	4170
28	321
29	12077
29	10814
29	2813
29	9341
29	9509
29	4085
29	6617
29	2710
30	14904
30	3015
30	5424
30	1081
30	12431
30	15741
30	948
30	22223
30	2539
30	22750
30	2777
30	14950
30	1070
30	1641
30	20094
30	16863
30	15901
30	9953
31	6775
31	13643
31	7086
31	10406
31	303
31	10386
31	6824
31	16829
31	6875
31	2582
31	10475
31	6966
31	13557
31	16815
31	19855
31	6808
31	301
31	19976
31	3688
31	13861
31	16078
31	10190
31	4053
31	13787
31	2196
31	6854
31	3704
31	3136
32	13570
33	9191
33	6755
33	8183
33	6986
33	7485
33	14504
33	13026
33	19179
33	15001
33	10529
33	82
33	9225
33	16224
33	277
33	14932
33	8170
33	18342
33	20378
33	390
33	4418
33	3984
33	19837
33	7695
33	1236
33	14766
33	18348
33	18891
33	10784
33	14612
33	11677
33	14247
33	4793
33	11378
33	14435
33	16102
33	16473
34	22590
34	21679
34	19911
34	19808
34	20059
34	20895
34	5423
35	22058
35	8306
35	14888
35	14266
35	13886
35	14231
35	18602
35	14630
36	3264
36	8807
36	18449
36	13883
36	9863
36	12344
36	939
36	6892
36	2054
36	16433
36	20066
36	1393
36	5012
36	1468
36	15521
36	2955
36	15254
36	15558
36	20998
37	22040
37	13636
37	19050
37	3028
37	5039
37	13303
37	5423
37	2974
37	8827
37	979
37	2952
37	14934
37	5409
37	9526
37	4208
37	16292
38	19372
38	8586
38	4908
38	18940
38	21651
39	6574
39	20255
39	16052
39	3438
39	22856
39	3614
39	17502
39	16526
39	235
39	21110
39	6303
39	6875
39	10324
39	4818
39	9806
39	22436
39	12690
39	7396
39	10866
39	13779
39	17752
39	9499
39	22628
39	13894
39	12192
39	7910
39	16880
39	19834
39	6624
39	19404
39	3952
39	9296
39	12520
39	12739
39	20996
39	21759
39	12706
39	3559
40	1207
40	21665
40	21273
40	11694
40	4157
40	726
40	1310
40	1483
40	5108
40	13034
41	11512
41	2835
41	218
41	12662
41	225
42	1739
42	4917
42	7844
42	13693
42	7544
42	17849
42	4685
42	18341
42	9605
42	1778
42	8055
42	4488
42	3095
42	3664
43	8188
43	15523
43	19632
43	17011
43	8950
43	2282
43	2480
44	13152
44	12119
44	9460
44	11219
45	22697
45	107
45	14697
45	15811
45	3031
45	13398
45	17389
45	20401
45	11288
45	2943
46	5689
46	6505
46	20271
46	3309
46	9043
46	7504
46	14785
46	5333
46	1799
46	11371
46	4887
46	5425
46	18134
46	14716
47	20071
47	11533
47	21683
47	10529
47	8563
48	11307
48	7895
48	17773
48	14838
48	8708
48	6928
49	8579
49	20589
49	5673
49	6986
49	4667
49	22080
49	19267
49	3856
49	8183
49	21256
49	7009
49	7524
50	6928
50	11308
50	710
50	8869
50	10492
50	311
50	21992
51	17285
51	17286
51	2604
51	10743
51	11889
51	1165
51	3617
52	15240
52	19323
52	7500
53	1941
53	11308
53	1415
53	1169
53	6622
54	1276
54	3688
54	4966
54	20147
54	3948
54	20435
55	20142
55	7794
55	5425
55	15274
55	21304
55	10105
55	16210
55	14348
55	20836
56	13796
56	849
56	20449
56	14839
56	16876
56	20455
56	8108
56	4478
56	17072
56	16880
56	5468
56	17079
56	13682
56	14573
56	7027
57	10507
57	442
57	6886
57	19850
57	6776
57	11326
58	7776
58	7837
58	11312
58	4447
58	7866
58	7728
58	14609
58	4120
58	14226
58	4743
58	6320
58	20817
58	1490
59	5039
59	22174
59	421
59	4006
59	318
59	20054
59	8348
59	17192
59	16477
59	3507
59	13544
59	11750
59	14934
59	16947
59	20895
59	916
59	7519
59	18667
59	7489
59	614
59	22434
59	8553
59	17458
59	10534
60	5903
60	13327
60	16121
60	18965
60	6063
60	18660
60	14069
60	6423
60	14569
60	356
60	4070
60	3699
60	10507
61	4128
61	11149
61	8115
62	21276
62	14844
62	4872
62	11392
62	19575
